    ,rate
24347,2.0
24346,4.0
24345,4.0
24344,4.0
24342,2.0
24341,5.0
24340,3.0
24337,4.0
24335,4.5
24334,3.5
24333,3.5
24332,2.0
24331,2.5
24330,2.0
24329,3.0
24326,3.0
24325,1.0
24324,3.5
24323,4.0
24322,4.5
24321,4.0
24319,5.0
24318,4.5
24317,3.5
24316,0.5
24315,4.0
24314,4.0
24312,3.0
24309,3.0
24308,3.5
24307,1.0
24306,2.0
24305,3.5
24304,3.0
24303,3.0
24302,3.0
24300,2.0
24299,3.0
24298,3.0
24296,3.0
24295,3.0
24294,5.0
24293,3.0
24292,4.0
24290,4.0
24289,4.0
24286,5.0
24285,2.0
24284,3.5
24283,3.5
24282,4.0
24281,2.5
24280,3.0
24279,3.5
24278,2.0
24276,2.0
24275,3.5
24274,2.5
24273,4.5
24272,5.0
24271,4.0
24269,3.0
24268,2.0
24267,4.0
24266,3.5
24265,2.5
24264,4.0
24263,2.0
24262,3.0
24261,4.0
24260,3.0
24259,4.0
24258,4.0
24257,3.0
24256,2.0
24255,3.5
24254,3.5
24253,3.0
24252,4.0
24251,5.0
24250,4.5
24249,3.0
24247,2.5
24246,3.0
24245,1.0
24244,3.5
24241,1.5
24240,4.0
24239,4.0
24238,3.0
24236,5.0
24235,4.0
24234,5.0
24233,2.0
24232,5.0
24231,4.0
24230,3.5
24229,4.0
24228,4.0
24227,3.5
24226,3.0
24225,3.5
24224,2.0
24223,3.5
24222,3.0
24221,3.5
24220,4.5
24218,4.0
24217,5.0
24215,2.0
24214,4.0
24213,4.0
24212,4.0
24211,3.0
24209,5.0
24208,3.5
24207,1.5
24206,4.0
24205,3.0
24204,2.0
24203,4.0
24202,5.0
24199,3.0
24198,2.0
24197,3.0
24195,5.0
24194,4.5
24193,2.0
24191,5.0
24190,1.5
24189,4.0
24188,5.0
24187,2.0
24186,1.0
24185,3.0
24184,3.0
24183,4.0
24182,4.0
24181,4.0
24180,4.0
24179,4.0
24178,4.0
24175,1.5
24174,5.0
24173,3.0
24172,4.0
24171,3.0
24170,4.0
24169,4.5
24167,5.0
24165,4.0
24164,4.0
24161,5.0
24160,3.0
24159,4.0
24158,5.0
24157,5.0
24155,3.0
24154,4.0
24153,2.0
24152,3.0
24151,3.0
24150,3.0
24149,4.0
24148,3.5
24147,3.5
24146,3.0
24145,2.5
24144,3.0
24143,4.0
24142,4.0
24141,3.0
24138,1.0
24137,4.0
24135,3.0
24134,4.0
24132,4.0
24131,4.0
24130,4.0
24129,4.0
24128,3.0
24127,3.0
24126,1.0
24124,4.0
24122,3.0
24121,2.0
24120,4.0
24119,3.0
24118,2.0
24117,5.0
24114,3.0
24113,4.0
24112,4.0
24111,3.5
24110,4.0
24109,3.0
24108,5.0
24107,2.5
24106,5.0
24105,4.5
24104,4.0
24102,4.0
24101,3.0
24100,5.0
24099,3.0
24098,3.5
24095,5.0
24094,2.0
24091,3.0
24090,2.0
24088,4.0
24087,4.0
24086,3.0
24085,2.5
24083,4.5
24082,3.0
24081,4.0
24080,2.0
24079,1.5
24077,5.0
24075,4.0
24073,4.0
24072,2.0
24071,3.0
24070,1.0
24069,3.0
24068,4.0
24067,2.5
24066,3.0
24065,3.0
24064,2.0
24063,5.0
24062,4.0
24060,2.0
24059,3.0
24057,5.0
24056,2.0
24055,4.0
24054,4.0
24053,2.0
24052,4.0
24051,3.0
24050,3.5
24049,2.0
24047,1.0
24046,5.0
24043,1.0
24042,4.0
24041,3.0
24040,4.0
24039,4.0
24037,5.0
24036,1.5
24035,2.0
24034,3.0
24033,5.0
24031,5.0
24029,3.5
24028,4.0
24027,4.0
24024,4.0
24023,2.0
24022,2.0
24021,1.0
24020,3.5
24018,3.0
24016,3.5
24015,3.0
24014,3.0
24013,4.0
24012,3.0
24011,4.0
24010,3.0
24009,3.0
24008,5.0
24007,4.5
24006,5.0
24005,4.0
24004,4.0
24003,2.5
24000,4.0
23999,5.0
23996,5.0
23995,4.0
23992,5.0
23991,3.0
23990,3.5
23989,2.0
23988,4.0
23987,3.0
23985,5.0
23984,3.0
23983,4.5
23981,3.0
23980,4.0
23979,5.0
23978,5.0
23977,3.5
23976,4.0
23973,4.0
23972,5.0
23971,5.0
23970,2.0
23969,1.0
23966,4.0
23965,2.5
23964,3.0
23963,1.0
23962,4.0
23960,1.0
23959,4.0
23958,5.0
23955,3.5
23954,3.0
23953,4.0
23952,4.0
23951,5.0
23950,1.0
23949,5.0
23948,4.0
23947,4.0
23946,5.0
23945,3.5
23944,1.0
23943,5.0
23939,3.0
23938,4.5
23937,2.0
23935,5.0
23934,5.0
23933,5.0
23932,1.0
23930,4.0
23929,1.0
23928,3.5
23927,5.0
23926,3.5
23925,3.5
23924,5.0
23921,3.0
23920,5.0
23919,3.0
23916,3.5
23915,3.5
23914,3.0
23913,2.0
23911,3.0
23910,3.0
23909,3.0
23908,2.0
23907,4.5
23904,4.5
23903,1.0
23901,3.0
23900,4.5
23898,2.0
23897,5.0
23896,4.0
23894,3.0
23892,3.0
23891,3.0
23890,2.0
23888,4.5
23887,3.0
23886,4.0
23885,3.5
23884,4.0
23883,4.5
23882,3.0
23881,4.5
23880,4.0
23879,4.0
23878,4.0
23877,4.0
23876,4.0
23874,3.0
23872,3.0
23871,5.0
23870,4.0
23869,4.0
23868,2.5
23867,3.0
23866,3.5
23865,3.0
23864,4.0
23863,4.0
23861,4.0
23859,2.0
23858,4.0
23857,3.0
23856,3.0
23855,4.0
23854,3.5
23853,3.0
23852,5.0
23851,0.5
23850,3.0
23849,5.0
23848,2.5
23846,1.0
23845,4.5
23844,5.0
23841,1.0
23840,3.0
23839,3.5
23838,4.0
23837,4.0
23836,3.5
23835,3.0
23834,3.5
23832,5.0
23831,3.0
23829,4.5
23828,3.5
23826,1.0
23825,1.0
23824,5.0
23823,3.0
23822,2.0
23820,5.0
23819,3.5
23818,4.0
23817,3.0
23816,1.0
23814,1.0
23813,4.0
23812,5.0
23811,5.0
23808,3.0
23807,4.0
23806,3.5
23805,4.0
23802,5.0
23800,5.0
23799,5.0
23798,2.0
23797,3.5
23794,4.0
23793,4.5
23792,3.5
23791,4.0
23790,4.0
23789,4.0
23788,4.5
23787,3.5
23785,4.0
23783,5.0
23782,2.5
23781,3.5
23780,5.0
23779,4.0
23778,4.0
23777,4.0
23776,3.5
23775,4.5
23774,4.5
23773,4.5
23771,3.0
23770,4.0
23768,3.5
23767,4.0
23766,3.0
23765,4.0
23764,4.0
23763,2.0
23762,5.0
23760,3.0
23759,4.5
23758,3.5
23757,3.0
23754,4.0
23753,5.0
23751,3.5
23750,3.0
23749,3.5
23748,5.0
23747,4.0
23746,5.0
23745,3.5
23744,4.0
23743,4.5
23742,4.0
23741,4.0
23740,4.0
23736,5.0
23735,5.0
23734,2.0
23733,5.0
23732,4.0
23731,5.0
23730,0.5
23729,4.0
23728,1.0
23727,4.0
23726,5.0
23725,4.0
23724,4.0
23723,5.0
23721,2.0
23720,4.0
23719,1.0
23718,3.5
23717,5.0
23716,3.0
23715,3.5
23714,4.0
23713,3.0
23712,4.0
23711,3.0
23710,5.0
23709,4.0
23708,3.5
23707,4.0
23706,5.0
23705,3.5
23704,3.5
23703,4.0
23702,4.0
23701,5.0
23700,3.0
23699,5.0
23698,3.0
23697,3.0
23691,3.0
23690,3.5
23689,3.5
23688,4.0
23687,4.0
23686,4.0
23685,3.0
23684,4.0
23683,2.5
23682,3.0
23681,4.0
23680,4.0
23679,4.0
23678,5.0
23677,5.0
23676,4.0
23674,5.0
23673,4.0
23672,4.5
23671,4.0
23669,4.0
23668,4.5
23667,4.5
23666,4.0
23664,3.5
23663,4.0
23662,2.0
23661,1.0
23660,5.0
23659,3.5
23658,5.0
23657,4.0
23656,3.0
23655,4.0
23654,4.0
23653,2.0
23652,2.5
23650,4.0
23648,2.5
23647,3.5
23646,3.5
23644,3.0
23643,4.5
23641,4.5
23640,5.0
23638,4.5
23637,4.0
23636,4.0
23635,4.0
23634,5.0
23632,4.0
23631,4.0
23630,4.5
23627,4.0
23626,5.0
23624,4.0
23623,1.5
23622,4.0
23621,3.0
23620,4.0
23617,2.0
23616,5.0
23615,2.5
23614,5.0
23612,4.0
23611,5.0
23610,4.0
23609,3.5
23608,3.0
23607,5.0
23604,4.0
23603,3.5
23602,4.5
23601,2.0
23599,3.0
23597,2.0
23596,5.0
23595,2.5
23594,4.0
23593,4.0
23591,2.0
23590,3.0
23589,2.5
23587,1.0
23586,4.0
23585,3.0
23584,2.5
23583,2.0
23581,4.5
23580,3.5
23579,2.0
23578,4.0
23577,4.0
23576,4.0
23575,5.0
23574,4.0
23573,2.0
23572,3.0
23571,5.0
23570,3.0
23569,5.0
23567,4.0
23565,5.0
23563,3.0
23562,4.0
23561,5.0
23560,4.0
23559,2.0
23558,4.0
23556,3.0
23554,3.5
23551,3.0
23550,4.0
23549,4.0
23548,3.0
23547,3.0
23546,4.0
23545,4.0
23544,3.0
23543,3.0
23542,5.0
23541,4.0
23540,4.0
23539,3.5
23538,3.0
23537,2.0
23536,3.0
23535,3.5
23534,4.0
23532,4.0
23531,1.0
23530,3.5
23529,4.0
23528,4.0
23527,3.0
23526,1.0
23525,4.0
23524,4.0
23523,3.5
23522,3.5
23521,3.0
23519,4.5
23518,5.0
23517,5.0
23516,3.0
23510,3.0
23508,2.5
23506,5.0
23505,3.0
23504,2.5
23503,4.0
23501,4.0
23500,2.0
23497,0.5
23495,4.0
23494,3.0
23493,5.0
23491,1.5
23490,5.0
23489,4.0
23488,3.0
23487,3.0
23486,3.5
23485,4.5
23483,4.5
23482,3.0
23481,3.0
23479,3.0
23478,4.0
23477,2.5
23475,4.0
23474,1.0
23473,4.0
23472,3.0
23471,2.5
23469,3.0
23468,4.0
23466,4.0
23465,4.0
23464,5.0
23463,3.5
23462,4.0
23461,3.0
23460,5.0
23459,3.0
23458,3.0
23456,5.0
23455,3.5
23454,4.0
23453,5.0
23452,1.0
23451,3.0
23449,3.5
23447,5.0
23446,5.0
23444,5.0
23443,5.0
23442,1.0
23441,5.0
23440,3.0
23439,4.0
23438,3.5
23437,5.0
23436,5.0
23435,3.5
23434,4.0
23433,2.0
23432,4.0
23431,3.0
23430,3.5
23428,2.0
23427,5.0
23426,4.0
23425,0.5
23424,1.0
23423,3.0
23422,5.0
23421,5.0
23419,4.5
23418,4.0
23417,3.5
23416,1.0
23415,3.5
23413,2.5
23412,2.5
23411,4.0
23410,2.0
23408,4.5
23407,4.0
23406,2.0
23405,5.0
23404,4.5
23403,3.5
23402,4.0
23401,4.0
23400,4.0
23398,4.0
23397,0.5
23396,5.0
23395,4.0
23393,4.0
23392,3.0
23391,2.5
23390,2.5
23388,4.5
23387,3.0
23385,2.0
23384,4.0
23382,3.0
23381,4.0
23380,3.0
23379,4.5
23378,3.5
23377,4.0
23373,4.0
23372,4.5
23371,5.0
23370,4.0
23366,2.0
23365,5.0
23363,3.0
23362,3.0
23361,3.0
23360,4.0
23358,5.0
23357,3.0
23354,4.0
23352,2.0
23351,4.0
23350,2.0
23349,3.0
23348,3.5
23347,2.0
23345,4.0
23344,3.0
23343,4.5
23342,4.0
23341,4.0
23340,3.0
23339,2.0
23334,2.0
23333,5.0
23332,3.0
23331,4.0
23330,5.0
23329,2.5
23328,3.5
23325,5.0
23324,4.0
23323,3.0
23322,3.0
23321,4.5
23320,4.5
23319,1.0
23318,3.5
23317,5.0
23316,3.0
23315,4.0
23314,5.0
23313,4.0
23311,4.0
23310,3.0
23309,5.0
23308,3.0
23306,4.0
23304,4.0
23303,4.0
23302,3.0
23301,5.0
23300,3.0
23299,3.5
23296,4.0
23295,4.0
23294,3.0
23293,5.0
23292,4.5
23291,2.5
23290,2.0
23289,4.5
23288,4.0
23287,3.0
23286,4.0
23285,3.0
23284,3.5
23283,2.0
23282,3.5
23279,4.5
23278,3.0
23277,4.5
23276,1.0
23275,4.0
23274,5.0
23272,3.0
23268,3.5
23267,4.0
23266,4.0
23265,4.0
23263,3.0
23262,3.0
23261,4.0
23260,1.5
23259,4.5
23258,4.0
23257,4.5
23255,3.5
23254,2.5
23253,5.0
23252,5.0
23251,5.0
23248,4.0
23247,2.0
23246,4.0
23245,2.0
23244,2.5
23243,3.0
23242,4.0
23241,2.5
23240,0.5
23239,3.5
23238,5.0
23237,3.5
23236,3.0
23234,3.5
23232,1.0
23231,4.0
23230,5.0
23228,5.0
23227,4.5
23226,5.0
23225,2.0
23224,4.5
23223,4.0
23222,3.5
23221,2.5
23220,2.0
23218,5.0
23216,5.0
23215,2.0
23214,3.0
23213,3.5
23211,3.5
23210,3.0
23209,3.0
23208,2.5
23207,3.0
23206,1.0
23205,2.0
23204,3.0
23203,4.0
23202,3.0
23201,4.0
23200,3.0
23199,4.5
23198,4.0
23197,3.0
23195,4.0
23194,4.0
23193,3.5
23192,2.0
23191,4.0
23189,4.0
23188,4.0
23187,4.0
23186,2.5
23184,4.0
23183,4.0
23179,3.0
23178,4.0
23177,4.0
23176,2.0
23175,3.5
23174,4.0
23173,4.0
23172,3.0
23171,4.0
23169,5.0
23168,3.0
23167,4.0
23166,4.0
23164,4.0
23162,4.0
23161,3.0
23160,2.5
23158,3.0
23157,4.0
23156,4.5
23155,5.0
23154,4.0
23152,4.0
23151,5.0
23150,5.0
23149,2.0
23148,4.0
23147,1.0
23146,3.0
23145,4.0
23144,3.0
23143,5.0
23141,5.0
23140,4.0
23139,1.0
23137,1.0
23136,5.0
23135,5.0
23133,4.0
23132,4.0
23131,1.0
23130,4.5
23127,5.0
23125,4.0
23124,2.0
23123,1.0
23122,4.0
23121,5.0
23120,3.0
23119,2.0
23118,3.0
23117,2.5
23115,3.0
23114,2.0
23113,3.0
23112,4.0
23111,4.0
23110,4.0
23109,3.5
23108,4.5
23107,4.0
23106,2.0
23104,4.0
23103,2.5
23102,3.0
23099,5.0
23098,1.0
23097,2.0
23096,1.0
23095,4.0
23092,1.0
23091,2.5
23090,4.0
23088,1.5
23087,3.5
23085,5.0
23084,1.0
23083,4.0
23082,4.5
23081,3.0
23080,5.0
23079,4.0
23077,3.0
23076,3.0
23075,4.0
23074,3.5
23073,4.0
23072,5.0
23071,5.0
23069,5.0
23067,4.5
23066,4.5
23065,1.5
23064,4.5
23063,4.0
23062,4.5
23061,5.0
23060,3.0
23058,3.0
23057,3.0
23056,4.0
23054,3.5
23052,4.0
23051,3.5
23050,2.5
23049,3.0
23048,4.5
23047,4.0
23046,4.0
23045,5.0
23044,2.0
23042,4.0
23041,1.0
23040,4.0
23039,3.0
23038,4.0
23037,5.0
23036,4.0
23034,3.0
23033,4.0
23032,4.0
23030,4.0
23028,3.0
23027,4.0
23026,4.0
23025,4.0
23023,4.0
23022,5.0
23020,3.0
23019,4.0
23018,3.0
23017,2.0
23016,2.5
23015,4.0
23014,4.0
23012,4.0
23010,4.0
23009,4.5
23008,5.0
23006,4.0
23005,2.5
23004,4.0
23003,3.0
23002,3.5
23001,4.0
23000,1.0
22997,4.0
22995,3.0
22994,5.0
22993,3.5
22992,4.0
22991,1.0
22990,3.0
22989,4.5
22988,3.5
22987,3.0
22986,2.0
22985,1.0
22984,4.5
22983,4.0
22982,4.0
22981,4.5
22979,2.0
22978,5.0
22977,2.0
22975,2.0
22974,2.0
22973,3.5
22972,4.5
22971,4.0
22970,4.0
22969,4.0
22968,5.0
22967,5.0
22966,3.0
22965,3.0
22964,3.0
22963,4.0
22962,2.0
22961,2.5
22959,3.0
22958,5.0
22957,4.0
22956,3.0
22955,2.0
22952,4.0
22951,4.0
22950,4.5
22949,3.0
22948,3.0
22947,3.5
22946,3.0
22945,4.0
22944,3.0
22943,3.0
22942,4.0
22941,4.0
22940,5.0
22939,4.0
22937,5.0
22936,4.0
22934,4.5
22933,3.0
22932,4.0
22931,5.0
22930,3.0
22929,3.0
22928,1.0
22926,4.0
22925,5.0
22923,4.0
22922,3.0
22920,3.0
22919,4.0
22918,4.0
22917,3.0
22916,4.0
22915,4.0
22914,4.0
22912,4.0
22911,5.0
22910,3.0
22909,1.0
22907,4.0
22906,3.0
22905,4.0
22903,3.0
22902,4.0
22901,4.0
22900,3.5
22899,4.0
22898,3.0
22897,2.5
22896,4.0
22895,4.5
22894,4.0
22893,4.5
22892,3.0
22891,1.0
22890,4.0
22889,1.0
22888,4.5
22887,4.5
22886,5.0
22884,4.0
22883,3.0
22882,3.5
22880,4.0
22879,4.0
22878,2.5
22877,5.0
22876,5.0
22875,1.0
22873,4.0
22872,3.5
22871,3.5
22870,3.5
22869,3.0
22868,2.0
22867,3.5
22863,3.0
22861,3.0
22858,4.0
22857,3.0
22856,4.0
22854,4.0
22853,5.0
22852,1.0
22851,2.5
22849,5.0
22848,3.5
22847,3.0
22845,2.0
22842,4.0
22841,3.5
22840,3.0
22839,4.0
22837,2.0
22836,2.0
22835,4.0
22834,5.0
22833,5.0
22832,4.0
22831,4.0
22830,4.0
22828,4.0
22827,4.0
22826,3.0
22825,4.0
22824,5.0
22823,2.0
22822,5.0
22821,4.0
22820,5.0
22819,3.5
22818,2.0
22817,3.0
22816,4.0
22815,5.0
22814,5.0
22813,4.0
22812,3.0
22811,4.0
22809,5.0
22808,2.5
22807,3.5
22806,5.0
22805,4.5
22803,5.0
22802,4.0
22801,3.0
22800,2.5
22799,1.0
22798,4.0
22797,3.0
22796,4.0
22795,4.0
22794,4.0
22792,3.5
22791,3.0
22790,3.5
22789,1.0
22788,3.5
22787,4.5
22786,4.0
22785,3.0
22784,4.0
22783,5.0
22782,4.0
22781,3.0
22779,5.0
22778,4.0
22777,4.5
22776,5.0
22774,4.0
22773,2.5
22772,3.5
22771,2.5
22770,4.0
22769,4.5
22768,4.5
22767,3.5
22766,4.0
22765,3.0
22763,5.0
22761,5.0
22760,4.0
22759,4.0
22758,3.5
22757,3.5
22756,4.0
22755,4.5
22754,4.0
22753,4.0
22752,4.0
22751,5.0
22749,4.5
22748,3.5
22747,4.5
22746,5.0
22745,5.0
22743,3.5
22742,4.0
22740,3.5
22739,3.0
22738,4.0
22737,2.0
22736,4.5
22735,1.0
22734,4.5
22733,4.0
22731,5.0
22730,5.0
22728,4.5
22727,4.0
22726,4.0
22725,4.0
22722,5.0
22721,4.0
22718,2.0
22717,0.5
22716,4.0
22715,3.0
22713,4.0
22712,4.0
22711,2.5
22710,4.5
22709,3.0
22707,2.0
22706,3.5
22705,3.5
22703,4.0
22702,3.5
22701,4.0
22700,4.0
22699,2.5
22698,4.0
22696,3.5
22695,4.0
22694,4.0
22693,3.0
22692,2.5
22691,2.5
22689,4.0
22688,4.0
22687,4.0
22686,3.5
22685,4.5
22684,4.0
22683,5.0
22682,1.0
22680,4.0
22678,4.0
22677,4.0
22676,0.5
22675,4.0
22674,5.0
22673,3.5
22672,4.0
22671,2.0
22670,4.0
22669,4.0
22668,4.0
22667,3.0
22666,4.5
22665,5.0
22664,4.0
22663,4.5
22661,2.0
22660,4.0
22659,5.0
22658,3.0
22657,5.0
22656,3.5
22655,4.5
22654,4.0
22653,4.0
22652,4.5
22651,3.0
22649,3.0
22647,4.0
22645,3.0
22644,2.0
22643,4.0
22641,4.5
22640,2.0
22639,5.0
22638,3.0
22636,4.0
22635,3.5
22634,5.0
22633,4.0
22632,3.0
22631,5.0
22630,3.0
22629,3.5
22628,3.5
22627,4.0
22625,5.0
22624,5.0
22623,5.0
22622,2.0
22621,3.0
22620,4.0
22619,5.0
22618,4.0
22617,2.0
22615,1.5
22613,3.0
22612,3.0
22611,3.5
22610,4.0
22609,4.0
22608,4.0
22607,2.5
22606,4.5
22605,3.5
22604,3.0
22603,3.0
22600,3.5
22599,4.0
22598,4.0
22597,5.0
22596,1.5
22595,4.5
22594,4.0
22593,3.0
22591,3.0
22590,2.0
22588,2.5
22587,4.0
22586,4.0
22585,4.0
22584,2.0
22583,3.0
22582,2.5
22581,3.5
22580,3.0
22579,5.0
22578,4.0
22577,2.0
22576,4.0
22575,4.0
22573,3.0
22572,4.0
22570,2.5
22569,5.0
22568,4.5
22567,2.5
22566,5.0
22564,3.5
22563,3.0
22562,2.5
22560,4.0
22559,3.0
22558,4.5
22557,4.5
22556,4.0
22555,0.5
22554,3.5
22553,4.0
22552,4.0
22551,3.5
22550,0.5
22549,3.0
22547,4.0
22546,3.0
22545,2.5
22544,3.0
22543,3.0
22542,3.5
22541,3.0
22540,4.0
22539,5.0
22536,4.0
22535,5.0
22534,4.5
22533,4.0
22532,5.0
22531,5.0
22530,3.0
22529,3.0
22528,4.0
22527,4.0
22526,2.5
22525,4.0
22522,2.5
22521,2.0
22520,5.0
22519,2.0
22518,3.0
22517,4.0
22516,3.0
22515,4.0
22513,4.5
22512,4.0
22511,4.5
22510,5.0
22509,4.0
22508,5.0
22507,3.0
22504,3.0
22503,4.5
22502,3.5
22501,4.0
22500,2.5
22499,4.0
22498,5.0
22497,4.0
22496,5.0
22495,3.0
22494,2.0
22493,4.5
22492,4.0
22490,3.5
22488,3.0
22487,4.0
22486,4.0
22484,4.0
22483,3.0
22482,5.0
22479,2.5
22477,2.5
22476,5.0
22475,4.0
22474,4.0
22473,3.5
22472,4.0
22471,3.5
22469,1.5
22468,3.5
22467,2.5
22465,1.5
22464,2.5
22463,3.0
22462,2.5
22461,5.0
22460,3.0
22459,4.0
22458,2.5
22455,5.0
22453,3.0
22452,5.0
22450,3.0
22449,4.0
22448,3.0
22446,3.0
22445,3.5
22442,4.0
22441,2.0
22440,3.5
22439,5.0
22438,4.5
22437,4.0
22436,4.0
22435,4.0
22432,4.0
22431,2.0
22430,3.0
22428,3.0
22427,4.5
22426,3.5
22425,4.0
22424,4.0
22423,2.0
22422,4.0
22421,3.0
22420,5.0
22419,4.0
22418,2.5
22416,4.0
22415,0.5
22414,5.0
22413,4.5
22412,4.0
22411,4.5
22410,3.0
22409,3.0
22408,4.0
22407,4.0
22406,4.0
22405,4.0
22404,4.0
22403,3.0
22402,4.5
22401,3.0
22400,3.0
22398,3.0
22395,3.0
22394,4.0
22393,4.0
22391,4.5
22390,3.5
22389,4.5
22388,3.0
22387,4.5
22386,4.0
22385,5.0
22384,4.0
22382,4.0
22381,4.0
22380,1.0
22379,4.0
22377,5.0
22376,5.0
22375,2.0
22374,4.0
22373,3.0
22372,4.0
22371,5.0
22370,5.0
22368,5.0
22367,4.0
22366,5.0
22365,2.5
22364,1.5
22363,3.5
22362,3.5
22361,1.5
22360,4.5
22359,5.0
22357,3.5
22356,4.0
22355,5.0
22354,3.0
22352,2.5
22351,4.0
22350,3.0
22347,4.0
22346,4.0
22345,3.0
22344,4.0
22343,3.0
22342,3.0
22341,3.0
22340,5.0
22339,4.0
22338,3.5
22337,2.0
22336,3.0
22335,4.5
22334,1.5
22333,4.0
22331,2.5
22329,3.0
22328,4.0
22327,5.0
22325,3.0
22324,3.0
22323,5.0
22322,3.5
22321,2.0
22320,2.5
22319,5.0
22318,3.0
22317,3.5
22316,4.0
22315,4.0
22314,3.0
22313,4.0
22311,4.0
22310,5.0
22309,5.0
22308,3.5
22307,4.0
22306,4.0
22305,3.0
22303,3.0
22302,4.0
22300,3.0
22299,4.0
22298,5.0
22297,3.0
22296,1.5
22295,3.5
22294,2.5
22293,5.0
22292,2.5
22291,4.0
22290,3.0
22289,4.5
22287,3.0
22285,1.0
22284,3.0
22282,4.0
22281,3.0
22279,3.0
22278,3.0
22277,1.0
22276,3.5
22275,3.0
22274,3.5
22272,3.0
22271,3.0
22270,2.0
22269,4.0
22267,5.0
22266,4.0
22265,3.0
22264,4.0
22262,4.5
22261,4.0
22260,3.5
22259,4.0
22258,3.0
22255,5.0
22253,3.5
22251,5.0
22250,3.0
22249,4.0
22248,2.0
22247,5.0
22246,3.0
22245,5.0
22244,5.0
22243,3.0
22242,3.0
22241,4.5
22239,4.0
22238,2.5
22236,3.0
22235,4.0
22232,4.5
22231,4.0
22230,2.0
22229,1.0
22228,5.0
22227,4.0
22226,3.5
22225,3.0
22224,3.5
22223,2.0
22222,4.0
22221,4.0
22220,5.0
22219,1.0
22218,5.0
22216,4.0
22215,4.5
22214,3.0
22213,4.5
22212,2.0
22211,2.5
22210,3.0
22209,5.0
22207,3.0
22206,2.5
22205,4.0
22204,4.5
22203,3.5
22201,3.0
22200,2.0
22198,4.0
22197,3.5
22196,3.0
22195,4.5
22194,4.5
22193,5.0
22192,1.5
22190,2.5
22189,3.0
22188,4.0
22187,5.0
22186,4.5
22184,4.0
22183,4.0
22182,4.0
22181,2.0
22180,5.0
22179,4.0
22178,3.0
22176,3.5
22175,4.0
22174,4.0
22172,3.5
22171,3.5
22169,2.0
22168,2.5
22167,2.5
22165,3.0
22164,4.5
22163,4.0
22162,3.5
22161,2.5
22159,4.0
22156,4.0
22154,4.0
22153,2.5
22152,4.0
22151,4.0
22150,3.0
22149,5.0
22148,3.0
22147,5.0
22146,3.0
22145,5.0
22144,4.0
22142,2.0
22141,2.0
22140,3.0
22139,2.0
22138,5.0
22137,4.0
22136,3.0
22135,5.0
22134,4.5
22133,5.0
22131,4.0
22129,3.0
22126,3.0
22125,3.5
22124,5.0
22122,4.5
22119,3.0
22118,3.0
22117,4.0
22116,2.0
22114,2.5
22113,3.5
22112,5.0
22111,5.0
22109,3.5
22108,3.5
22107,3.0
22106,4.0
22105,4.0
22103,4.5
22102,4.0
22100,3.0
22099,3.0
22098,3.0
22096,4.0
22095,4.0
22094,2.5
22093,5.0
22092,4.0
22091,1.5
22090,4.0
22089,4.5
22088,4.0
22087,3.0
22086,3.5
22085,4.0
22083,3.0
22082,1.5
22081,3.0
22080,4.0
22079,4.5
22078,3.5
22077,5.0
22076,3.0
22075,4.0
22074,3.0
22073,4.5
22072,2.0
22071,5.0
22070,3.5
22068,4.0
22067,3.0
22066,3.0
22065,4.0
22064,5.0
22063,3.0
22062,4.0
22058,2.0
22055,3.0
22054,3.0
22053,3.0
22050,4.0
22049,4.0
22048,3.0
22047,4.0
22046,1.0
22045,1.0
22044,4.0
22042,3.0
22040,2.5
22038,5.0
22037,5.0
22036,4.0
22035,5.0
22034,5.0
22033,2.0
22032,4.0
22031,5.0
22028,4.5
22027,3.5
22026,4.0
22025,1.0
22024,4.0
22023,3.0
22022,4.0
22021,1.0
22018,3.0
22017,4.0
22016,4.5
22014,2.0
22013,3.0
22011,4.5
22010,3.5
22009,3.0
22008,3.0
22007,4.0
22004,4.5
22003,3.0
22002,3.0
22000,4.0
21998,2.0
21997,3.0
21996,3.0
21995,4.5
21993,2.0
21991,4.5
21990,3.0
21989,3.0
21988,3.0
21987,3.5
21985,4.0
21984,2.5
21981,3.0
21980,1.0
21979,5.0
21978,3.0
21977,3.0
21976,2.5
21975,4.5
21974,5.0
21973,3.0
21972,4.5
21971,3.0
21970,5.0
21969,3.0
21967,5.0
21966,3.5
21965,3.0
21963,4.5
21962,3.0
21961,5.0
21960,4.0
21959,4.0
21958,3.0
21957,4.0
21956,5.0
21953,2.0
21952,4.5
21950,3.0
21948,4.0
21947,4.0
21946,4.0
21943,3.5
21942,4.5
21941,5.0
21939,3.0
21938,2.0
21937,4.0
21936,2.5
21935,4.0
21933,3.0
21931,3.5
21930,3.5
21929,4.5
21926,5.0
21924,5.0
21923,4.5
21922,3.0
21921,4.5
21920,3.0
21919,0.5
21918,4.0
21917,4.0
21916,3.5
21915,4.0
21914,5.0
21913,4.5
21912,4.5
21911,4.0
21910,4.0
21909,4.0
21906,4.0
21903,4.0
21902,3.5
21901,4.0
21899,3.0
21897,3.5
21896,4.0
21894,4.0
21893,2.0
21892,5.0
21891,3.5
21890,3.5
21889,1.0
21888,2.5
21886,4.0
21884,3.0
21883,4.0
21881,4.0
21880,4.0
21878,3.0
21877,1.0
21875,4.0
21874,4.0
21872,2.0
21871,4.0
21870,4.5
21869,2.0
21868,4.0
21867,2.0
21866,2.0
21865,4.0
21864,1.0
