user1 user2 ts
440 1131 1084851182
1131 440 1084851253
323 557 1084851379
1127 449 1084851420
323 557 1084851539
449 1127 1084851571
114 250 1084851632
1039 72 1084851646
32 281 1084851738
323 557 1084851777
72 1039 1084851789
114 250 1084851880
440 1131 1084852001
281 32 1084852039
32 281 1084852059
323 557 1084852070
595 308 1084852075
281 32 1084852110
32 281 1084852151
1034 32 1084852161
32 1034 1084852184
1132 32 1084852196
605 32 1084852255
32 605 1084852285
32 605 1084852299
1132 32 1084852314
605 32 1084852333
114 103 1084852353
605 32 1084852372
634 8 1084852412
32 605 1084852414
334 429 1084852415
323 557 1084852430
32 605 1084852477
1132 32 1084852524
605 32 1084852562
605 32 1084852585
114 250 1084852695
483 679 1084852745
19 1132 1084852752
792 308 1084852782
483 34 1084852802
1129 42 1084852831
687 598 1084852852
19 1132 1084852875
308 792 1084853001
323 557 1084853085
598 687 1084853121
542 495 1084853184
212 590 1084853233
991 1094 1084853312
704 605 1084853330
323 557 1084853398
790 735 1084853480
425 765 1084853604
323 557 1084853620
212 1054 1084853766
105 263 1084853879
105 337 1084853909
1127 449 1084853930
323 557 1084853983
105 632 1084854002
323 1036 1084854011
105 250 1084854127
105 814 1084854132
704 32 1084854144
105 679 1084854209
323 557 1084854218
105 212 1084854220
105 1132 1084854227
105 1134 1084854239
687 598 1084854245
105 367 1084854245
704 605 1084854254
542 1069 1084854287
498 1135 1084854324
323 557 1084854522
513 990 1084854527
1100 498 1084854540
704 605 1084854541
50 586 1084854589
644 97 1084854706
687 1097 1084854710
617 644 1084854734
1136 50 1084854831
50 1136 1084854870
323 557 1084854907
1136 50 1084854954
513 514 1084854981
513 388 1084855004
317 992 1084855028
665 353 1084855052
323 557 1084855138
105 388 1084855304
834 8 1084855337
590 212 1084855353
1136 181 1084855419
958 959 1084855425
590 681 1084855491
323 557 1084855516
388 795 1084855526
605 440 1084855632
514 513 1084855691
958 704 1084855724
605 181 1084855761
323 557 1084855768
514 388 1084855866
323 557 1084855904
627 590 1084855917
704 958 1084855928
627 388 1084855940
704 605 1084856020
306 388 1084856022
605 704 1084856059
1131 440 1084856116
388 306 1084856186
388 627 1084856197
983 985 1084856205
704 605 1084856211
388 514 1084856225
605 704 1084856228
704 605 1084856265
605 704 1084856294
1039 132 1084856334
514 1102 1084856336
958 704 1084856337
627 388 1084856340
704 605 1084856357
1052 708 1084856358
777 454 1084856434
1111 317 1084856501
704 958 1084856518
1039 801 1084856595
323 557 1084856615
73 652 1084856738
605 704 1084856765
323 285 1084856813
308 163 1084856818
323 285 1084856875
939 1092 1084856899
726 97 1084856914
323 285 1084856915
939 380 1084856925
704 605 1084856932
939 59 1084856957
1056 687 1084856962
388 627 1084856973
704 605 1084856974
605 704 1084856976
323 285 1084856992
793 950 1084856996
735 790 1084857015
954 250 1084857020
939 831 1084857043
1002 101 1084857056
939 1040 1084857071
323 285 1084857087
954 652 1084857117
704 605 1084857131
939 1050 1084857161
323 557 1084857171
168 834 1084857173
605 704 1084857177
939 855 1084857220
939 813 1084857238
939 813 1084857243
704 605 1084857318
939 466 1084857338
958 704 1084857382
317 1111 1084857411
596 590 1084857433
939 977 1084857462
483 34 1084857462
546 1137 1084857549
939 765 1084857617
605 704 1084857626
704 958 1084857637
704 605 1084857681
323 557 1084857689
712 1042 1084857701
939 707 1084857741
753 590 1084857768
939 815 1084857793
939 1138 1084857806
605 704 1084857839
939 1103 1084857866
753 652 1084857887
939 537 1084857900
704 605 1084857920
697 719 1084857950
986 254 1084857980
753 984 1084857985
627 388 1084857988
1118 308 1084858001
132 1039 1084858021
32 1132 1084858167
212 627 1084858191
53 1139 1084858192
32 704 1084858200
704 32 1084858263
719 697 1084858286
605 32 1084858293
32 704 1084858324
212 105 1084858324
605 32 1084858336
627 212 1084858378
431 605 1084858380
1118 834 1084858381
323 557 1084858390
834 168 1084858445
1111 317 1084858454
605 32 1084858455
834 1118 1084858459
1042 712 1084858485
431 605 1084858503
212 627 1084858548
605 32 1084858561
704 32 1084858643
697 719 1084858668
297 999 1084858677
777 605 1084858722
32 704 1084858732
958 704 1084858761
323 557 1084858767
719 697 1084858771
250 954 1084858790
605 32 1084858793
308 1118 1084858816
704 32 1084858818
250 958 1084858839
1118 308 1084858920
1118 834 1084858948
308 1118 1084859017
801 1039 1084859032
1118 308 1084859042
48 683 1084859076
834 1118 1084859177
770 1118 1084859216
704 958 1084859232
405 777 1084859264
605 337 1084859344
405 250 1084859345
809 482 1084859346
250 405 1084859475
1042 712 1084859523
1118 770 1084859531
697 719 1084859548
1118 770 1084859604
44 770 1084859611
1069 542 1084859620
32 704 1084859645
958 704 1084859751
281 263 1084859871
281 332 1084859886
596 724 1084859905
281 308 1084859915
281 337 1084859928
831 939 1084859946
712 1042 1084859955
1140 281 1084860004
19 1132 1084860030
704 958 1084860067
617 834 1084860085
679 317 1084860107
719 697 1084860141
714 460 1084860161
915 701 1084860195
308 281 1084860230
765 425 1084860402
714 928 1084860434
758 762 1084860464
697 719 1084860505
281 308 1084860551
544 567 1084860612
309 1139 1084860626
474 309 1084860784
368 1021 1084860803
357 659 1084860822
878 1072 1084860891
67 1137 1084860919
644 617 1084861046
644 481 1084861107
617 644 1084861109
219 719 1084861127
758 712 1084861174
644 617 1084861181
644 617 1084861202
281 308 1084861206
617 644 1084861288
617 644 1084861324
724 596 1084861422
617 74 1084861592
1052 175 1084861703
323 557 1084861836
377 343 1084861847
634 8 1084861861
1113 783 1084861934
128 250 1084861948
297 999 1084861952
161 679 1084862053
679 161 1084862096
1052 1118 1084862121
161 679 1084862152
220 834 1084862173
679 161 1084862235
105 212 1084862239
679 792 1084862338
1050 939 1084862443
161 679 1084862459
105 644 1084862489
1052 1118 1084862500
105 482 1084862509
492 1105 1084862563
105 716 1084862581
1072 325 1084862644
1052 1118 1084862717
498 495 1084862722
105 101 1084862766
105 993 1084862773
679 161 1084862867
617 834 1084862869
1052 1118 1084862872
314 542 1084862877
105 339 1084862898
758 1023 1084862948
105 990 1084862955
323 1036 1084862970
105 783 1084862971
787 679 1084862975
314 372 1084862978
105 1141 1084863016
9 314 1084863026
105 1131 1084863039
679 787 1084863054
161 679 1084863068
145 1042 1084863077
483 34 1084863078
105 1117 1084863103
675 462 1084863103
105 1130 1084863133
679 161 1084863136
12 343 1084863155
771 398 1084863180
105 1105 1084863198
1042 712 1084863207
1052 1118 1084863207
755 781 1084863210
105 1099 1084863218
975 509 1084863228
105 1111 1084863236
118 193 1084863238
325 1072 1084863254
398 771 1084863300
771 398 1084863319
105 1143 1084863327
145 609 1084863335
105 1144 1084863349
422 308 1084863350
105 1134 1084863353
105 1145 1084863360
939 831 1084863361
161 679 1084863374
398 771 1084863386
398 771 1084863408
105 1124 1084863413
105 1122 1084863417
12 343 1084863421
105 1139 1084863436
939 1050 1084863488
105 1147 1084863490
105 1149 1084863506
1040 939 1084863544
105 1107 1084863598
475 1103 1084863600
105 1108 1084863603
105 1152 1084863618
792 679 1084863639
323 1036 1084863707
118 193 1084863711
12 343 1084863727
105 644 1084863730
514 439 1084863733
105 209 1084863740
105 308 1084863751
105 992 1084863762
105 32 1084863778
118 101 1084863790
990 513 1084863808
105 598 1084863829
1103 939 1084863846
105 683 1084863847
1103 440 1084863860
1154 881 1084863864
12 814 1084863887
679 792 1084863895
679 161 1084863946
638 373 1084863950
105 523 1084863952
638 388 1084863964
687 1056 1084864016
12 343 1084864021
1118 1052 1084864032
105 41 1084864092
454 777 1084864167
389 1042 1084864168
389 509 1084864253
590 596 1084864322
792 679 1084864370
143 163 1084864376
12 343 1084864418
377 343 1084864469
12 814 1084864501
388 638 1084864516
679 792 1084864550
254 1103 1084864553
72 1139 1084864651
596 590 1084864676
377 343 1084864751
105 72 1084864843
105 701 1084864873
377 343 1084864905
549 969 1084865001
36 1033 1084865040
697 487 1084865078
12 343 1084865118
792 679 1084865289
12 343 1084865334
487 697 1084865419
308 422 1084865485
539 1103 1084865508
53 416 1084865541
12 343 1084865570
679 792 1084865575
204 498 1084865597
105 638 1084865598
12 814 1084865720
105 96 1084865730
12 343 1084865781
1050 939 1084865790
377 272 1084865822
675 462 1084865878
12 343 1084865913
53 343 1084865916
36 525 1084865967
12 297 1084865998
463 687 1084866007
422 308 1084866072
884 495 1084866111
53 343 1084866135
876 687 1084866138
12 343 1084866153
308 422 1084866174
463 469 1084866189
53 343 1084866206
469 463 1084866250
105 175 1084866259
105 63 1084866290
463 469 1084866304
105 144 1084866323
876 1091 1084866333
469 463 1084866339
105 1033 1084866372
105 1156 1084866386
12 343 1084866430
105 1157 1084866454
105 393 1084866476
105 675 1084866484
372 314 1084866485
105 1034 1084866493
105 1153 1084866505
463 469 1084866517
105 1036 1084866562
1072 325 1084866566
105 596 1084866596
105 884 1084866612
105 674 1084866619
105 404 1084866631
469 463 1084866637
394 1111 1084866647
105 487 1084866690
422 308 1084866693
389 242 1084866706
12 343 1084866714
704 1141 1084866747
389 830 1084866799
1023 758 1084866830
377 272 1084866939
469 463 1084867018
80 463 1084867055
1041 80 1084867093
80 1041 1084867126
103 1072 1084867318
12 343 1084867392
1041 80 1084867477
325 1072 1084867524
1041 546 1084867681
1072 103 1084868160
80 1041 1084868171
263 281 1084868273
1041 80 1084868577
437 1033 1084868609
513 990 1084868772
1093 1132 1084868805
234 183 1084868871
378 396 1084868883
19 525 1084868950
513 318 1084868953
525 19 1084868975
1113 437 1084869070
711 591 1084869173
440 1097 1084869291
1159 563 1084869373
460 714 1084869531
341 1132 1084869873
546 1041 1084869931
1041 546 1084870044
1031 42 1084870078
681 617 1084870149
84 1103 1084870189
1113 794 1084870251
53 1101 1084870295
1113 794 1084870334
687 463 1084870402
42 640 1084870425
42 1031 1084870442
1113 794 1084870674
546 1041 1084870891
1113 294 1084870957
1113 297 1084871087
495 68 1084871147
495 498 1084871179
1113 1160 1084871319
495 542 1084871459
1113 495 1084871477
495 498 1084871573
1113 389 1084871577
540 495 1084871625
1097 440 1084871709
495 884 1084871716
495 540 1084871754
540 495 1084871792
1097 687 1084871794
495 540 1084871864
1097 191 1084872097
1113 495 1084872111
969 549 1084872218
191 1097 1084872281
1097 191 1084872337
995 42 1084872395
1113 607 1084872417
423 277 1084872598
498 495 1084872755
495 498 1084872807
995 105 1084872832
1113 1161 1084872863
1113 928 1084873092
822 704 1084873174
1113 783 1084873226
1113 437 1084873345
1113 495 1084873385
1113 928 1084873539
928 714 1084873608
481 644 1084873889
481 332 1084873964
1113 928 1084874142
1113 437 1084874266
673 724 1084874305
1033 105 1084874312
549 969 1084874346
42 790 1084874414
378 498 1084874489
1113 437 1084874618
1113 673 1084874669
1113 928 1084874799
1113 437 1084874834
1113 673 1084875028
1113 437 1084875058
687 1097 1084875201
1113 673 1084875273
1097 687 1084875324
1113 928 1084875352
687 1097 1084875436
815 939 1084876204
939 1103 1084877106
495 1113 1084877124
495 498 1084877161
1033 437 1084877939
1113 495 1084878132
1004 908 1084880746
1004 783 1084881914
687 753 1084883000
1121 415 1084890436
777 405 1084890661
777 454 1084890849
342 638 1084891411
154 357 1084891473
342 319 1084891555
712 758 1084892131
712 1042 1084892178
250 128 1084892478
415 1121 1084892621
697 487 1084892953
67 1103 1084894590
679 453 1084895008
749 173 1084895176
1127 1137 1084895364
1127 123 1084895511
1127 971 1084895704
1026 252 1084895867
1127 405 1084895879
1127 265 1084895965
209 598 1084896020
337 605 1084896661
1120 306 1084896961
398 260 1084896995
739 781 1084897523
1126 289 1084897829
454 777 1084898623
317 679 1084898993
67 1039 1084899006
781 739 1084899594
53 739 1084899722
713 950 1084899816
713 545 1084899899
32 698 1084900165
781 50 1084900281
342 319 1084900570
224 175 1084900606
288 1162 1084901114
224 862 1084901137
1162 288 1084901170
105 1033 1084901323
440 1097 1084901407
1162 27 1084901536
1132 341 1084901541
288 1162 1084901621
1162 288 1084901782
1162 27 1084901910
36 525 1084902419
36 1033 1084902494
483 193 1084902537
626 586 1084902732
586 626 1084902822
50 781 1084902994
586 626 1084903101
586 626 1084903299
814 603 1084903685
950 1131 1084903823
840 1031 1084904032
498 495 1084904078
840 176 1084904110
498 378 1084904135
431 840 1084904646
68 495 1084905201
605 181 1084905310
431 605 1084905366
431 605 1084905993
590 1144 1084906136
431 605 1084906185
431 605 1084906197
431 605 1084906268
431 605 1084906284
431 605 1084906467
498 495 1084906770
463 469 1084906965
758 712 1084907028
463 469 1084907046
758 1023 1084907056
463 80 1084907062
463 687 1084907102
176 840 1084907807
27 1162 1084907850
50 755 1084908268
342 1039 1084908453
396 378 1084908790
9 177 1084908966
509 1103 1084909122
509 389 1084909185
342 1039 1084909339
783 1004 1084909454
118 1070 1084909474
67 938 1084909514
67 1039 1084909617
288 1162 1084909690
342 1039 1084909799
1031 840 1084910495
1031 42 1084910536
1031 840 1084910595
477 317 1084910668
509 1039 1084910719
41 1163 1084910724
323 1164 1084910837
687 463 1084910846
1163 41 1084910868
679 317 1084910887
41 1163 1084910900
42 1031 1084910979
1163 41 1084911071
67 1039 1084911083
12 415 1084911412
252 97 1084911687
425 765 1084911792
67 1039 1084912042
67 1039 1084912298
389 509 1084912493
67 1039 1084912581
1103 939 1084913061
830 389 1084913345
617 681 1084913345
252 1103 1084913409
1103 252 1084913447
252 1103 1084913479
338 343 1084913658
343 338 1084913942
342 1039 1084914589
105 654 1084914648
105 314 1084914728
105 332 1084914742
834 1130 1084914775
654 105 1084914805
603 814 1084914930
105 654 1084914970
1104 1021 1084915219
105 343 1084915245
252 105 1084915591
105 938 1084915592
105 938 1084915619
938 67 1084915647
431 605 1084916393
431 605 1084916591
431 605 1084916716
431 727 1084916758
431 605 1084916947
431 727 1084916959
204 777 1084916973
204 250 1084916984
431 605 1084917169
191 1049 1084917272
1097 687 1084917453
1097 440 1084917511
840 176 1084918034
840 309 1084918089
621 924 1084918102
687 1097 1084918327
1049 191 1084918643
1097 191 1084919057
483 193 1084919179
317 477 1084919241
317 679 1084919327
840 352 1084919386
840 317 1084919410
679 317 1084919481
317 840 1084919501
840 317 1084919542
840 317 1084919570
317 679 1084919608
679 317 1084919704
191 1097 1084919734
317 679 1084919846
1054 277 1084920012
1054 212 1084920050
1045 654 1084920236
542 495 1084920526
333 317 1084920699
1165 841 1084920701
317 333 1084920764
555 1117 1084920862
333 317 1084920888
408 590 1084920951
853 881 1084921017
514 840 1084921275
9 598 1084921278
605 734 1084921349
67 1039 1084921376
734 605 1084921391
605 734 1084921450
734 605 1084921489
67 1039 1084921503
840 514 1084921525
605 734 1084921569
830 840 1084921572
555 1117 1084921605
734 605 1084921614
542 1070 1084921624
67 1039 1084921645
605 734 1084921656
734 605 1084921677
1039 67 1084921728
605 734 1084921739
734 605 1084921759
615 277 1084921826
9 598 1084921862
333 317 1084921890
1032 840 1084921896
306 408 1084921901
277 615 1084921951
734 605 1084921960
605 734 1084921987
840 1032 1084922006
317 333 1084922024
1032 840 1084922030
615 277 1084922042
840 1032 1084922056
1032 840 1084922108
840 1032 1084922146
1032 840 1084922186
840 1032 1084922238
1032 840 1084922254
1107 1012 1084922265
254 1039 1084922325
840 1032 1084922373
1032 840 1084922395
884 495 1084922416
309 840 1084922707
189 712 1084922774
333 317 1084922793
317 333 1084922876
333 317 1084922916
333 317 1084923006
342 1039 1084923009
1039 254 1084923080
254 1039 1084923290
415 1121 1084923625
415 997 1084923651
36 189 1084923747
405 250 1084923775
405 777 1084923892
1069 317 1084923923
495 498 1084923930
823 498 1084923959
495 68 1084924074
9 282 1084924080
495 498 1084924151
495 542 1084924308
1034 311 1084924431
498 495 1084924475
495 884 1084924532
495 498 1084924541
586 495 1084924895
498 495 1084924902
498 831 1084924938
654 1045 1084924978
679 720 1084924980
652 954 1084925033
683 679 1084925034
498 495 1084925045
498 495 1084925060
1032 783 1084925332
814 603 1084925336
679 683 1084925394
884 495 1084925465
652 753 1084925540
302 155 1084925603
654 302 1084925627
323 1036 1084925722
302 654 1084925741
831 498 1084925749
783 1032 1084925800
389 830 1084925951
725 840 1084926652
884 840 1084926792
498 831 1084927068
1043 840 1084927093
779 475 1084927134
155 302 1084927150
302 155 1084927281
1021 1104 1084927394
323 966 1084927394
105 758 1084927539
155 302 1084927562
302 155 1084927802
1070 542 1084927804
908 1004 1084927914
12 415 1084927956
704 1131 1084928109
12 926 1084928162
704 958 1084928459
155 302 1084928473
823 498 1084928533
302 155 1084928570
685 128 1084928849
372 569 1084928860
1097 191 1084928914
992 545 1084928969
448 454 1084929067
712 189 1084929243
454 448 1084929353
542 1070 1084929485
1113 495 1084929598
555 1167 1084929641
105 498 1084929993
542 495 1084930079
498 105 1084930110
105 498 1084930302
954 250 1084930345
323 779 1084930391
954 652 1084930402
189 712 1084930446
498 105 1084930464
569 372 1084930511
840 1043 1084930561
105 498 1084930627
105 704 1084930648
498 105 1084930788
598 209 1084930868
105 498 1084930939
249 72 1084930981
1168 520 1084931024
9 598 1084931046
72 249 1084931050
308 333 1084931167
72 1039 1084931177
439 514 1084931301
323 367 1084931470
617 681 1084931472
437 1033 1084931511
103 1072 1084931529
103 954 1084931661
830 389 1084931705
617 73 1084931772
1113 437 1084931773
333 308 1084931805
547 1169 1084931824
1169 547 1084931932
1087 341 1084932003
1136 739 1084932287
1136 19 1084932320
323 367 1084932391
1136 306 1084932440
308 281 1084932453
654 302 1084932463
318 513 1084932766
831 498 1084932796
323 367 1084932997
323 367 1084933151
323 367 1084933228
323 367 1084933570
1004 908 1084933889
323 367 1084933895
367 323 1084933944
323 1036 1084933983
1136 48 1084934006
323 367 1084934066
277 815 1084934098
323 753 1084934107
296 199 1084934211
367 323 1084934244
448 454 1084934246
423 536 1084934284
9 598 1084934307
296 1083 1084934361
378 498 1084934386
323 367 1084934402
367 323 1084934467
323 367 1084934498
367 323 1084934604
323 367 1084934666
367 323 1084934703
323 367 1084934724
367 323 1084934751
97 726 1084934755
323 367 1084934794
176 840 1084934803
367 323 1084934945
323 367 1084934974
367 323 1084935017
323 367 1084935073
73 617 1084935224
199 296 1084935234
367 323 1084935267
199 296 1084935297
323 367 1084935336
367 323 1084935424
323 367 1084935473
204 777 1084935478
1132 950 1084935836
1083 296 1084935885
367 323 1084935996
481 586 1084935996
323 367 1084936028
367 323 1084936096
1136 1132 1084936180
586 481 1084936209
481 586 1084936272
997 415 1084936289
440 1097 1084936321
586 481 1084936333
323 367 1084936406
514 439 1084936415
950 1132 1084936445
323 1006 1084936452
372 569 1084936467
367 323 1084936474
199 569 1084936475
199 971 1084936502
323 367 1084936532
41 1163 1084936546
367 323 1084936577
323 367 1084936627
367 323 1084936656
323 367 1084936685
1042 389 1084936761
1136 29 1084936792
1042 712 1084936794
712 1042 1084936850
199 840 1084936869
372 1163 1084936889
498 831 1084937004
372 482 1084937006
1042 712 1084937022
498 378 1084937056
323 367 1084937091
712 1042 1084937102
617 73 1084937195
586 616 1084937287
263 449 1084937322
1042 712 1084937436
734 605 1084937546
430 63 1084937561
734 617 1084937599
367 323 1084937606
617 734 1084937644
323 753 1084937673
734 617 1084937713
323 367 1084937718
617 734 1084937798
1072 103 1084937808
1004 1103 1084937903
1004 1072 1084937976
734 617 1084938048
679 1083 1084938077
430 598 1084938085
617 734 1084938111
734 617 1084938179
199 598 1084938202
367 323 1084938228
367 323 1084938246
617 734 1084938320
734 617 1084938351
337 272 1084938396
734 617 1084938399
337 263 1084938433
617 734 1084938441
342 1039 1084938475
272 337 1084938493
272 337 1084938527
199 509 1084938597
323 367 1084938606
175 224 1084938654
367 323 1084938661
9 1132 1084938690
9 1132 1084938702
302 654 1084938707
9 1132 1084938716
1004 60 1084938716
1018 41 1084938728
323 367 1084938737
777 405 1084938748
199 1139 1084938783
41 1018 1084938783
1018 41 1084938818
520 1168 1084938852
755 50 1084938905
617 1171 1084938916
41 1018 1084938942
1018 41 1084938996
244 142 1084939024
1018 697 1084939035
8 32 1084939112
41 1018 1084939114
697 1018 1084939264
1113 437 1084939296
342 1039 1084939308
654 302 1084939356
1172 1173 1084939456
302 654 1084939464
654 302 1084939582
302 654 1084939668
881 853 1084939723
1018 1173 1084939775
654 302 1084939796
302 654 1084939866
654 302 1084939901
477 317 1084939961
1137 1127 1084939962
697 469 1084939997
498 105 1084940001
477 526 1084940022
469 697 1084940101
654 498 1084940192
498 654 1084940242
498 654 1084940268
423 1039 1084940272
1128 1034 1084940318
654 498 1084940380
569 372 1084940404
654 498 1084940408
498 654 1084940434
654 498 1084940534
498 378 1084940541
950 840 1084940601
1136 950 1084940883
1018 697 1084940889
712 1042 1084940901
638 105 1084940946
840 176 1084941077
840 199 1084941097
840 950 1084941106
193 302 1084941210
376 212 1084941327
856 122 1084941329
302 193 1084941384
536 423 1084941432
856 1176 1084941438
638 726 1084941449
263 337 1084941481
638 590 1084941544
856 7 1084941598
1113 840 1084941736
638 462 1084941736
638 726 1084941755
212 376 1084941765
212 6 1084941795
1113 840 1084941851
176 840 1084941878
212 6 1084941896
1136 50 1084941910
1113 840 1084941989
378 498 1084942106
1113 815 1084942106
396 400 1084942121
378 396 1084942125
720 679 1084942148
726 992 1084942151
483 193 1084942177
396 378 1084942177
638 726 1084942395
638 462 1084942418
9 142 1084942543
652 954 1084942575
483 193 1084942655
498 378 1084942678
840 142 1084942685
378 396 1084942765
679 720 1084942768
378 396 1084942795
881 498 1084942833
638 462 1084942848
378 498 1084942880
498 881 1084942974
726 308 1084942990
498 378 1084943010
32 8 1084943014
308 726 1084943043
638 462 1084943070
308 422 1084943098
415 997 1084943166
68 495 1084943252
378 498 1084943417
342 1039 1084943466
323 557 1084943512
638 726 1084943514
323 1036 1084943576
1132 950 1084943586
281 308 1084943621
396 378 1084943630
396 378 1084943658
297 1001 1084943685
753 652 1084943699
753 687 1084943708
396 378 1084943709
323 753 1084943725
638 1124 1084943745
681 617 1084943786
1001 297 1084943806
103 840 1084943852
297 1001 1084943882
378 396 1084943883
681 758 1084943911
498 378 1084943920
561 1175 1084943924
342 638 1084943962
1087 341 1084943989
378 396 1084944026
396 378 1084944027
323 557 1084944031
720 679 1084944086
297 1001 1084944126
323 557 1084944140
681 513 1084944152
840 103 1084944157
1045 654 1084944158
30 161 1084944167
323 557 1084944197
30 679 1084944233
249 297 1084944250
1113 638 1084944296
297 1001 1084944297
323 557 1084944324
483 193 1084944346
840 254 1084944421
68 638 1084944436
378 396 1084944439
378 396 1084944458
739 781 1084944477
323 557 1084944571
378 498 1084944594
561 1177 1084944596
726 638 1084944597
396 378 1084944637
323 557 1084944685
297 640 1084944698
483 193 1084944753
323 557 1084944764
378 396 1084944769
396 378 1084944818
1093 341 1084944864
308 281 1084944933
193 483 1084944941
396 378 1084944995
249 598 1084945001
323 753 1084945003
332 281 1084945021
281 308 1084945046
281 332 1084945066
308 281 1084945123
103 840 1084945140
142 840 1084945159
483 193 1084945174
378 396 1084945271
332 281 1084945273
498 378 1084945279
332 281 1084945287
378 396 1084945293
142 9 1084945293
281 308 1084945329
378 498 1084945335
142 840 1084945338
1093 1131 1084945341
281 332 1084945363
249 318 1084945404
378 193 1084945410
332 281 1084945429
308 281 1084945486
308 333 1084945510
396 378 1084945526
193 378 1084945551
323 557 1084945554
1178 586 1084945583
281 308 1084945584
396 378 1084945599
281 332 1084945620
308 281 1084945639
396 586 1084945647
396 378 1084945658
332 281 1084945684
840 142 1084945743
281 308 1084945796
605 277 1084945801
586 396 1084945801
277 605 1084945852
308 281 1084945858
281 332 1084945865
281 308 1084945888
870 840 1084945932
870 840 1084945939
281 332 1084945955
199 840 1084945959
1136 1132 1084945968
1136 739 1084945996
142 840 1084945996
1136 306 1084946006
396 586 1084946012
308 281 1084946017
378 396 1084946034
378 396 1084946053
281 308 1084946059
332 281 1084946070
396 378 1084946075
586 396 1084946087
378 193 1084946107
308 281 1084946137
254 840 1084946141
586 396 1084946160
378 396 1084946164
211 103 1084946180
1039 254 1084946191
475 870 1084946221
396 586 1084946236
396 586 1084946245
840 142 1084946252
9 1132 1084946280
396 378 1084946290
254 1039 1084946310
586 396 1084946321
142 840 1084946336
281 332 1084946336
598 249 1084946350
870 475 1084946361
378 396 1084946364
378 396 1084946423
679 720 1084946540
679 30 1084946616
766 181 1084946618
19 211 1084946619
103 211 1084946626
986 254 1084946658
766 372 1084946660
9 598 1084946667
6 201 1084946679
323 142 1084946759
753 1044 1084946771
753 1044 1084946781
6 794 1084946806
986 254 1084946815
1039 254 1084946818
323 341 1084946828
596 1179 1084946891
6 1180 1084947005
1180 6 1084947027
605 277 1084947150
6 1180 1084947212
1033 437 1084947286
986 254 1084947316
1180 6 1084947326
332 281 1084947342
277 605 1084947408
6 90 1084947439
254 1039 1084947443
986 254 1084947533
1180 1031 1084947561
189 712 1084947632
605 277 1084947640
90 6 1084947668
277 605 1084947715
546 454 1084947733
1069 878 1084947801
454 546 1084947825
1039 254 1084947825
605 277 1084947854
712 189 1084947863
277 605 1084947933
422 308 1084947947
323 642 1084947948
254 1039 1084947965
605 277 1084948040
986 254 1084948045
249 1181 1084948056
277 605 1084948067
1039 254 1084948095
307 341 1084948179
254 1039 1084948190
341 307 1084948286
307 341 1084948307
341 323 1084948309
341 307 1084948329
254 277 1084948342
1103 1004 1084948349
307 341 1084948379
341 307 1084948394
679 30 1084948420
277 254 1084948449
307 341 1084948464
254 277 1084948532
189 712 1084948546
341 307 1084948557
323 341 1084948558
762 1137 1084948582
986 254 1084948606
189 712 1084948622
277 254 1084948641
307 341 1084948651
341 323 1084948692
712 189 1084948716
341 307 1084948735
712 189 1084948761
189 712 1084948771
1136 341 1084948802
986 254 1084948804
189 712 1084948821
249 1181 1084948832
307 341 1084948845
189 712 1084948856
1136 341 1084948901
341 307 1084948903
323 341 1084948909
254 277 1084948913
1136 341 1084948941
12 598 1084948947
307 341 1084948952
712 189 1084948968
254 986 1084948970
753 712 1084948997
712 189 1084949008
19 1069 1084949025
161 679 1084949028
712 753 1084949038
254 1039 1084949039
341 323 1084949039
986 254 1084949051
12 598 1084949067
679 161 1084949069
189 712 1084949079
277 254 1084949089
341 307 1084949107
189 712 1084949110
1178 679 1084949138
1136 341 1084949139
323 341 1084949154
323 341 1084949170
1178 586 1084949182
189 712 1084949186
161 30 1084949188
1178 679 1084949211
483 34 1084949221
30 679 1084949230
161 679 1084949235
307 341 1084949246
341 323 1084949253
341 307 1084949273
323 341 1084949274
30 161 1084949277
254 277 1084949284
1136 1019 1084949325
1019 1136 1084949330
1136 1019 1084949353
307 341 1084949365
341 323 1084949380
323 341 1084949408
277 254 1084949412
341 307 1084949412
161 30 1084949426
341 323 1084949447
254 277 1084949474
307 341 1084949531
679 30 1084949564
679 161 1084949579
323 341 1084949593
277 254 1084949600
341 307 1084949627
161 679 1084949627
307 341 1084949673
254 277 1084949679
605 181 1084949715
254 277 1084949716
341 307 1084949729
181 766 1084949742
679 161 1084949748
277 254 1084949764
307 341 1084949765
277 254 1084949792
249 1181 1084949799
193 149 1084949813
161 679 1084949840
834 8 1084949861
254 277 1084949862
254 277 1084949882
1039 254 1084949908
1124 638 1084949913
277 254 1084949922
605 181 1084949942
590 654 1084949970
254 1039 1084950001
679 161 1084950062
8 834 1084950106
53 834 1084950112
161 679 1084950126
834 8 1084950152
679 161 1084950152
8 834 1084950181
834 8 1084950223
53 834 1084950235
357 840 1084950239
53 834 1084950298
53 181 1084950370
161 679 1084950373
53 834 1084950400
605 272 1084950430
679 161 1084950430
8 834 1084950437
60 1004 1084950455
53 834 1084950472
357 1182 1084950491
834 8 1084950510
212 372 1084950560
161 679 1084950581
605 272 1084950602
679 161 1084950631
161 679 1084950670
600 560 1084950692
605 272 1084950717
357 343 1084950727
1180 475 1084950753
679 161 1084950766
189 712 1084950770
605 272 1084950820
586 481 1084950828
161 679 1084950936
41 1182 1084951138
590 440 1084951138
609 784 1084951205
609 784 1084951214
609 784 1084951219
